frame,ball_x,ball_y,player11_x1,player11_y1,player11_x2,player11_y2,player12_x1,player12_y1,player12_x2,player12_y2,player21_x1,player21_y1,player21_x2,player21_y2,player22_x1,player22_y1,player22_x2,player22_y2,shot_made,shot_player,shot_type
333,690.0,277.0,748.6,93.9,789.9,187.3,1042.1,67.4,1092.6,153.0,433.2,578.2,546.5,779.6,1129.8,323.2,1213.8,501.1,False,,
334,698.6666666666666,262.6666666666667,748.1,92.7,787.3,187.6,1043.4,67.9,1092.4,152.7,433.5,548.8,546.0,784.8,1129.9,322.7,1213.3,498.6,False,,
335,707.3333333333334,248.33333333333334,748.2,92.1,785.5,187.0,1041.9,68.0,1091.9,151.6,434.2,544.9,549.2,787.2,1130.1,321.5,1213.2,497.0,False,,
336,716.0,234.0,745.3,92.2,784.2,187.4,1038.6,67.7,1091.0,151.3,433.6,549.7,552.4,787.7,1130.7,320.3,1212.8,496.5,False,,
337,726.0,224.0,741.8,93.0,783.0,187.7,1037.8,67.7,1090.7,152.3,433.2,559.3,555.5,788.1,1131.5,320.4,1213.6,496.4,False,,
338,734.0,216.0,740.0,93.7,782.1,187.8,1038.7,67.6,1089.3,152.4,431.8,580.0,557.5,788.7,1132.8,319.2,1214.3,496.3,False,,
339,741.0,210.0,739.1,93.7,781.6,186.9,1038.3,67.9,1090.6,151.9,425.4,594.8,558.2,788.7,1133.6,317.8,1215.0,496.3,False,,
340,749.0,206.0,737.1,93.6,781.3,186.0,1038.4,67.4,1091.5,152.0,420.0,599.3,558.4,789.4,1134.5,316.9,1216.2,496.3,False,,
341,755.6,205.0,734.4,93.3,781.1,185.0,1038.4,67.8,1091.6,152.2,413.9,603.1,558.0,789.3,1135.5,316.6,1218.0,495.8,False,,
342,762.2,204.0,731.9,93.9,780.4,184.7,1038.2,68.0,1092.2,151.7,410.4,609.3,558.3,788.9,1135.9,315.7,1220.8,495.6,False,,
343,768.8,203.0,729.6,94.7,779.7,182.3,1037.7,67.6,1092.6,151.9,409.2,613.1,562.6,789.5,1136.0,314.4,1223.7,495.4,False,,
344,775.4,202.0,728.0,94.7,779.2,181.0,1038.8,67.4,1092.5,152.2,409.3,616.9,568.8,789.4,1135.8,313.8,1226.7,495.0,False,,
345,782.0,201.0,724.6,93.8,778.2,179.7,1040.4,67.4,1092.3,151.9,412.1,619.7,578.0,788.9,1135.8,313.0,1229.6,494.5,False,,
346,787.0,205.0,722.1,93.7,775.3,178.9,1042.9,66.9,1092.4,151.6,416.2,621.7,585.5,789.7,1135.2,312.0,1232.0,492.9,False,,
347,796.0,207.0,721.1,92.3,772.3,178.8,1041.1,66.8,1092.8,151.8,420.8,622.4,590.8,790.1,1135.5,311.2,1234.3,489.8,False,,
348,799.0,211.0,720.2,90.9,768.6,178.4,1038.0,67.2,1092.7,151.8,426.2,623.6,593.9,790.4,1135.9,310.8,1236.3,488.2,False,,
349,803.0,215.0,718.4,90.8,764.9,178.3,1033.2,67.9,1092.9,151.3,429.2,623.7,603.5,791.8,1136.4,309.6,1237.9,484.9,False,,
350,809.0,221.0,716.5,90.5,763.1,178.2,1029.6,67.8,1093.0,150.8,431.9,623.9,607.5,811.5,1138.1,308.9,1238.9,482.7,False,,
351,810.0,214.0,714.1,90.4,763.0,177.6,1026.0,68.1,1093.0,150.6,433.9,627.8,612.4,819.5,1140.2,308.1,1240.0,480.7,False,,
352,810.0,200.0,711.7,90.8,762.8,177.3,1026.1,68.9,1092.5,150.7,435.4,628.5,614.9,824.3,1142.5,307.9,1240.7,477.8,False,,
353,811.0,190.0,709.2,91.4,762.8,177.2,1025.4,69.6,1091.0,151.1,438.5,627.4,616.4,828.7,1145.5,307.4,1241.0,475.4,False,,
354,811.0,179.0,708.0,92.2,761.9,177.6,1021.4,69.5,1088.4,150.4,440.0,631.3,599.0,803.7,1148.2,306.6,1242.3,474.0,False,,
355,812.0,171.0,706.5,93.2,761.4,178.6,1017.9,69.3,1083.1,150.3,443.0,633.9,590.2,793.2,1149.5,305.7,1243.0,473.7,False,,
356,812.0,161.0,705.5,92.6,757.7,178.1,1012.6,68.4,1073.1,150.2,448.1,637.7,585.2,788.7,1151.8,305.3,1243.2,473.6,False,,
357,813.5,155.66666666666666,704.6,92.1,754.4,177.4,1009.7,67.6,1063.9,150.3,452.2,641.6,583.5,787.0,1154.0,304.5,1243.4,473.8,False,,
358,815.0,150.33333333333334,703.5,92.8,742.2,172.8,1009.0,65.8,1055.2,150.3,454.4,645.5,583.6,787.9,1156.4,303.3,1243.2,473.9,False,,
359,816.5,145.0,699.8,93.6,736.9,168.7,1004.5,65.2,1048.6,150.2,456.5,648.4,584.7,787.5,1154.1,302.8,1242.4,473.7,False,,
360,818.0,139.66666666666666,697.5,93.5,734.3,173.2,997.2,64.7,1045.8,149.2,458.3,649.9,587.2,787.5,1150.0,302.5,1242.3,474.0,False,,
361,819.5,134.33333333333334,695.4,93.0,732.5,176.7,990.2,62.1,1044.6,149.7,459.9,650.7,589.8,787.9,1146.7,301.9,1244.8,474.3,False,,
362,821.0,129.0,692.4,93.6,731.6,177.4,985.7,61.4,1043.8,149.6,461.3,651.2,594.7,788.6,1144.5,300.4,1249.2,473.7,False,,
363,822.0,129.0,690.4,93.5,731.7,179.6,982.1,61.2,1043.7,149.2,462.2,652.5,602.2,788.1,1143.2,299.8,1252.8,472.9,False,,
364,823.0,129.0,684.2,94.3,731.9,182.0,978.6,61.6,1043.3,149.3,462.5,654.3,607.8,787.9,1142.8,298.4,1257.0,473.1,False,,
365,824.0,129.0,677.7,94.7,732.0,183.9,974.4,62.7,1041.5,148.7,462.6,656.4,605.4,787.8,1142.8,297.5,1257.4,473.3,False,,
366,825.0,129.0,674.0,96.0,732.4,184.9,972.4,63.6,1038.7,148.9,462.0,657.5,601.4,788.1,1143.3,297.1,1256.7,473.1,False,,
367,826.0,128.0,672.4,96.5,732.5,185.2,970.9,63.6,1035.8,146.0,461.0,658.8,601.3,788.8,1144.2,296.1,1256.4,472.9,False,,
368,nan,nan,671.2,96.5,732.4,185.7,968.9,64.1,1026.5,143.6,460.7,659.7,600.0,789.6,1144.9,295.0,1256.4,472.5,False,,
369,nan,nan,670.6,96.7,728.3,185.9,966.4,62.7,1017.3,141.4,460.4,660.1,599.3,789.9,1145.7,293.4,1254.2,471.1,False,,
370,nan,nan,669.4,96.1,715.2,185.2,964.5,61.9,1008.2,140.6,460.2,660.6,598.3,790.2,1146.9,293.0,1251.8,470.6,False,,
